thomas_num,thomas_name,icpsr,congress,year,st_name,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,upperyrs,loweryrs,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag,com_aerospace,com_agr,com_approp,com_armedserv,com_bank,com_budget,com_comm,com_DC,com_energy,com_finance,com_fr,com_gov,com_interior,com_jud,com_labor,com_post,com_publ,com_rules,com_vet,selcom_nut,selcom_pca,selcom_smallbus,selcom_standards,speccom_aging,speccom_questions,speccom_emer,selcom_intel,selcom_natlemergency,selcom_irannicaragua,selcom_ethics,selcom_indian,com_jointecon,com_jointlibrary,com_jointprinting,com_jointorgcongress
1828,KYL,15429,111,2008,ARIZONA,0,0,1994,0,0,0,53,2809,0.543,,,,0,0,,,3,9,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,MCCAIN,15039,111,2008,ARIZONA,0,0,1986,0,0,0,77,5929,0.387,,,,0,0,,,4,16,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,PRYOR,40301,111,2008,ARKANSA,1,1,2002,0,0,0,80,6400,-0.223,,,,0,1,,,2,4,1,,0,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,LINCOLN,29305,111,2008,ARKANSA,1,1,1998,1,0,0,56,3136,-0.162,,,,0,1,,,2,4,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,BOXER,15011,111,2008,CALIFOR,1,1,1992,1,0,0,58,3364,-0.468,,,,1,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1833,FEINSTEIN,49300,111,2008,CALIFOR,1,1,1992,1,0,0,59,3481,-0.331,,,,0,1,,,3.5,12.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1834,UDALL,29906,111,2008,COLORAD,1,1,2008,0,0,0,53,2809,-0.277,,,,0,1,,,1,1,1,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,BENNET,40910,111,2008,COLORAD,1,1,2009,0,0,0,N/A,N/A,-0.256,,,,0,0,,,0.5,0.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,DODD,14213,111,2008,CONNECT,1,1,1980,0,0,0,66,4356,-0.381,,,,1,1,,,5,25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,LIEBERMAN,15704,111,2008,CONNECT,1,1,1988,0,0,0,50,2500,-0.259,,,,1,1,,,4,16,1,,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,KAUFMAN,40901,111,2008,DELAWAR,1,1,2009,0,0,0,N/A,N/A,-0.438,,,,0,0,,,0.5,0.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,COONS,40916,111,2008,DELAWAR,1,1,,0,0,0,,,-0.336,,,,0,0,,,,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,CARPER,15015,111,2008,DELAWAR,1,1,2000,0,0,0,70,4900,-0.244,,,,0,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,MARTINEZ,40501,111,2008,FLORIDA,0,0,2004,0,0,1,49,2401,0.321,,,,0,0,,,1,1,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,LEMIEUX,40911,111,2008,FLORIDA,0,0,,0,0,0,,,0.448,,,,0,0,,,,0,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,NELSON,14651,111,2008,FLORIDA,1,1,2000,0,0,0,60,3600,-0.264,,,,0,1,,,2,4,1,,0,6,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,CHAMBLISS,29512,111,2008,GEORGIA,0,0,2002,0,0,0,57,3249,0.516,,,,0,0,,,2,4,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,ISAKSON,29909,111,2008,GEORGIA,0,0,2004,0,0,0,58,3364,0.493,,,,0,0,,,1,1,1,,3,14,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,AKAKA,14400,111,2008,HAWAII,1,1,1990,0,0,0,61,3721,-0.445,,,,1,1,,,3.5,12.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,INOUYE,4812,111,2008,HAWAII,1,1,1962,0,0,0,76,5776,-0.352,,,,1,1,,,8,64,1,,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,RISCH,40902,111,2008,IDAHO,0,0,2008,0,0,0,58,3364,0.792,,,,0,0,,,1,1,1,,23,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,CRAPO,29345,111,2008,IDAHO,0,0,1998,0,0,0,99,9801,0.714,,,,0,0,,,2,4,1,,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,DURBIN,15021,111,2008,ILLINOI,1,1,1996,0,0,0,68,4624,-0.471,,,,0,1,,,3,9,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,BURRIS,40903,111,2008,ILLINOI,1,1,2009,0,1,0,70,4900,-0.496,,,,0,0,,,0.5,0.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,KIRK,20115,111,2008,ILLINOI,0,0,,0,0,0,,,0.324,,,,0,0,,,,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,BAYH,49901,111,2008,INDIANA,1,1,1998,0,0,0,62,3844,-0.117,,,,0,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,LUGAR,14506,111,2008,INDIANA,0,0,1976,0,0,0,87,7569,0.234,,,,0,0,,,6,36,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,GRASSLEY,14226,111,2008,IOWA,0,0,1980,0,0,0,70,4900,0.476,,,,0,0,,,5,25,1,,0,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,HARKIN,14230,111,2008,IOWA,1,1,1984,0,0,0,63,3969,-0.484,,,,1,1,,,5,25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,BROWNBACK,29523,111,2008,KANSAS,0,0,1996,0,0,0,69,4761,0.436,,,,0,0,,,2.5,6.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,ROBERTS,14852,111,2008,KANSAS,0,0,1996,0,0,0,60,3600,0.586,,,,0,0,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,BUNNING,15406,111,2008,KENTUCK,0,0,1998,0,0,0,51,2601,0.733,,,,0,0,,,2,4,1,,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,MCCONNELL,14921,111,2008,KENTUCK,0,0,1984,0,0,0,53,2809,0.532,,,,0,0,,,5,25,0,,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,VITTER,29918,111,2008,LOUISIA,0,0,2004,0,0,0,51,2601,0.702,,,,0,0,,,1,1,1,,0,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,LANDRIEU,49702,111,2008,LOUISIA,1,1,1996,1,0,0,52,2704,-0.234,,,,1,1,,,3,9,1,,0,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,COLLINS,49703,111,2008,MAINE,0,0,1996,1,0,0,61,3721,0.05,,,,0,0,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,SNOWE,14661,111,2008,MAINE,0,0,1994,1,0,0,74,5476,0.034,,,,0,0,,,3,9,1,,2,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,MIKULSKI,14440,111,2008,MARYLAN,1,1,1986,1,0,0,65,4225,-0.398,,,,0,1,,,4,16,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,CARDIN,15408,111,2008,MARYLAN,1,1,2006,0,0,0,54,2916,-0.436,,,,0,1,,,1,1,1,,0,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,KIRK,40912,111,2008,MASSACH,1,1,2009,0,0,0,N/A,,-0.511,,,,0,0,,,0.5,0.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,BROWN,40913,111,2008,MASSACH,0,0,2010,0,0,0,52,2704,0.097,,,,0,0,,,0.5,0.25,1,,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,KENNEDY  ED,10808,111,2008,MASSACH,1,1,1962,0,0,0,69,4761,N/A,,,,1,,,,8.5,72.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,KERRY  JOHN,14920,111,2008,MASSACH,1,1,1984,0,0,0,66,4356,-0.39,,,,1,1,,,5,25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,STABENOW,29732,111,2008,MICHIGA,1,1,2000,1,0,0,57,3249,-0.388,,,,0,1,,,2,4,1,,4,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,LEVIN  CARL,14709,111,2008,MICHIGA,1,1,1978,0,0,0,63,3969,-0.43,,,,1,1,,,6,36,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,KLOBUCHAR,40700,111,2008,MINNESO,1,1,2006,1,0,0,58,3364,-0.277,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,FRANKEN,40904,111,2008,MINNESO,1,1,2008,0,0,0,42,1764,-0.466,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,COCHRAN,14009,111,2008,MISSISS,0,0,1978,0,0,0,61,3721,0.357,,,,0,0,,,6,36,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,WICKER,29534,111,2008,MISSISS,0,0,2007,0,0,0,55,3025,0.483,,,,0,0,,,0.5,0.25,1,,7,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,MCCASKILL,40701,111,2008,MISSOUR,1,1,2006,1,0,0,50,2500,-0.261,,,,0,1,,,1,1,1,,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,BOND,15501,111,2008,MISSOUR,0,0,1986,0,0,0,56,3136,0.324,,,,0,0,,,4,16,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,BAUCUS,14203,111,2008,MONTANA,1,1,1978,0,0,0,73,5329,-0.195,,,,1,1,,,6,36,1,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,TESTER,40702,111,2008,MONTANA,1,1,2006,0,0,0,49,2401,-0.26,,,,0,0,,,1,1,1,,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,JOHANNS,40905,111,2008,NEBRASK,0,0,2008,0,0,0,58,3364,0.493,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,NELSON  BEN,40103,111,2008,NEBRASK,1,1,2000,0,0,0,64,4096,-0.045,,,,0,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,ENSIGN,29537,111,2008,NEVADA,0,0,2000,0,0,0,55,3025,0.619,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,REID,15054,111,2008,NEVADA,1,1,1986,0,0,0,61,3721,-0.381,,,,0,0,,,4,16,1,,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,GREGG,14826,111,2008,NEW HAM,0,0,1992,0,0,0,66,4356,0.362,,,,0,0,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,SHAHEEN,40906,111,2008,NEW HAM,1,1,2008,1,0,0,52,2704,-0.324,,,,0,1,,,1,1,1,,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,MENENDEZ,29373,111,2008,NEW JER,1,1,2006,0,0,1,53,2809,-0.42,,,,0,1,,,1.5,2.25,1,,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,LAUTENBERG,14914,111,2008,NEW JER,1,1,2002,0,0,0,56,3136,-0.456,,,,0,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,BINGAMAN,14912,111,2008,NEW MEX,1,1,1982,0,0,0,71,5041,-0.34,,,,1,1,,,5,25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,UDALL,29924,111,2008,NEW MEX,1,1,2008,0,0,0,61,3721,-0.404,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,GILLIBRAND,20735,111,2008,NEW YOR,1,1,2009,1,0,0,N/A,N/A,-0.475,,,,0,1,,,0.5,0.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,SCHUMER,14858,111,2008,NEW YOR,1,1,1998,0,0,0,71,5041,-0.391,,,,1,1,,,2,4,1,,0,6,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,BURR,29548,111,2008,NORTH C,0,0,2004,0,0,0,52,2704,0.566,,,,0,0,,,1,1,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,HAGAN,40907,111,2008,NORTH C,1,1,2008,1,0,0,53,2809,-0.236,,,,0,0,,,1,1,1,,9,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,CONRAD,15502,111,2008,NORTH D,1,1,1986,0,0,0,69,4761,-0.301,,,,1,1,,,4.5,20.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,DORGAN,14812,111,2008,NORTH D,1,1,1992,0,0,0,68,4624,-0.326,,,,1,1,,,3,9,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1897,BROWN,29389,111,2008,OHIO,1,1,2006,0,0,0,56,3136,-0.49,,,,0,1,,,1,1,1,,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,VOINOVICH,49903,111,2008,OHIO,0,0,1998,0,0,0,64,4096,0.095,,,,0,0,,,2,4,1,,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,INHOFE,15424,111,2008,OKLAHOM,0,0,1994,0,0,0,57,3249,0.757,,,,0,0,,,3.5,12.25,1,,8,3,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,COBURN,29555,111,2008,OKLAHOM,0,0,2004,0,0,0,53,2809,0.803,,,,0,0,,,1,1,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,MERKLEY,40908,111,2008,OREGON,1,1,2008,0,0,0,49,2401,-0.419,,,,0,0,,,1,1,1,,0,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,WYDEN,14871,111,2008,OREGON,1,1,1996,0,0,0,63,3969,-0.361,,,,0,1,,,2.5,6.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,CASEY,40703,111,2008,PENNSYL,1,1,2006,0,0,0,59,3481,-0.342,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,SPECTER,14910,111,2008,PENNSYL,0,0,,0,0,0,,,0.079,,,,0,0,,,,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,SPECTER,94910,111,2008,PENNSYL,1,1,1980,0,0,0,53,2809,-0.36,,,,0,1,,,5,25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,WHITEHOUSE,40704,111,2008,RHODE I,1,1,2006,0,0,0,54,2916,-0.507,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,REED,29142,111,2008,RHODE I,1,1,1996,0,0,0,73,5329,-0.466,,,,0,1,,,3,9,1,,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,DEMINT,29936,111,2008,SOUTH C,0,0,2004,0,0,0,54,2916,0.933,,,,0,0,,,1,1,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
