thomas_num,thomas_name,icpsr,congress,year,st_name,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,upperyrs,loweryrs,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag,com_aerospace,com_agr,com_approp,com_armedserv,com_bank,com_budget,com_comm,com_DC,com_energy,com_finance,com_fr,com_gov,com_interior,com_jud,com_labor,com_post,com_publ,com_rules,com_vet,selcom_nut,selcom_pca,selcom_smallbus,selcom_standards,speccom_aging,speccom_questions,speccom_emer,selcom_intel,selcom_natlemergency,selcom_irannicaragua,selcom_ethics,selcom_indian,com_jointecon,com_jointlibrary,com_jointprinting,com_jointorgcongress
442,JOHNSTON  J,14107,97,1980,LOUISIA,1,0,1972,0,0,0,59,3481,-0.159,,,,0,0,,,2,4,1,,4,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,LONG  R,5767,97,1980,LOUISIA,1,0,1948,0,0,0,58,3364,-0.115,,,,0,0,,,6.5,42.25,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,MITCHELL  G,14713,97,1980,MAINE,1,0,1980,0,0,0,,0,-0.309,,,,0,0,,,0.5,0.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,COHEN  W,14010,97,1980,MAINE,0,1,1978,0,0,0,57,3249,0.081,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
446,MATHIAS  C,10535,97,1980,MARYLAN,0,1,1968,0,0,0,66,4356,-0.115,,,,1,1,,,3,9,1,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,SARBANES  P,13039,97,1980,MARYLAN,1,0,1976,0,0,0,57,3249,-0.446,,,,0,0,,,1,1,1,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,KENNEDY E,10808,97,1980,MASSACH,1,0,1962,0,0,0,69,4761,-0.457,,,,0,0,,,3.5,12.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,TSONGAS  P,14279,97,1980,MASSACH,1,0,1978,0,0,0,55,3025,-0.393,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,LEVIN  C,14709,97,1980,MICHIGA,1,0,1978,0,0,0,52,2704,-0.402,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,RIEGLE  D,11043,97,1980,MICHIGA,1,0,1976,0,0,0,52,2704,-0.45,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,BOSCHWITZ,14701,97,1980,MINNESO,0,1,1978,0,0,0,57,3249,0.204,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,DURENBERGER,14703,97,1980,MINNESO,0,1,1978,0,0,0,61,3721,0.081,,,,0,1,,,0.5,0.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,COCHRAN  T,14009,97,1980,MISSISS,0,1,1978,0,0,0,45,2025,0.219,,,,0,1,,,1,1,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,STENNIS  J,8883,97,1980,MISSISS,1,0,1947,0,0,0,100,10000,-0.101,,,,0,0,,,5.5,30.25,1,,0,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,DANFORTH  J,14501,97,1980,MISSOUR,0,1,1976,0,0,0,57,3249,0.143,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,EAGLETON  T,12104,97,1980,MISSOUR,1,0,1968,0,0,0,52,2704,-0.344,,,,0,0,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,BAUCUS  M,14203,97,1980,MONTANA,1,0,1978,0,0,0,56,3136,-0.277,,,,0,0,,,1,1,1,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,MELCHER  J,12039,97,1980,MONTANA,1,0,1976,0,0,0,64,4096,-0.279,,,,0,0,,,1,1,1,,4,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,EXON  J,14704,97,1980,NEBRASK,1,0,1978,0,0,0,68,4624,-0.186,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,ZORINSKY  E,14512,97,1980,NEBRASK,1,0,1976,0,0,0,53,2809,-0.064,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,CANNON  H,1482,97,1980,NEVADA,1,0,1958,0,0,0,63,3969,-0.203,,,,0,0,,,4,16,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,LAXALT  P,14077,97,1980,NEVADA,0,1,1974,0,0,0,59,3481,0.46,,,,0,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,RUDMAN  W,14909,97,1980,NEW HAM,0,1,1980,0,0,0,52,2704,0.27,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,HUMPHREY  G,14706,97,1980,NEW HAM,0,1,1978,0,0,0,51,2601,0.571,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,WILLIAMS  H,10147,97,1980,NEW JER,1,0,1958,0,0,0,61,3721,-0.361,,,,0,0,,,4,16,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,BRADLEY  W,14702,97,1980,NEW JER,1,0,1978,0,0,0,56,3136,-0.317,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,BRADY  N,14911,97,1980,NEW JER,0,1,,,,,,,0.295,,,,0,0,,,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,DOMENICI  P,14103,97,1980,NEW MEX,0,1,1972,0,0,0,53,2809,0.217,,,,1,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,SCHMITT  H,14510,97,1980,NEW MEX,0,1,1976,0,0,0,57,3249,0.326,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,D'AMATO  A,14900,97,1980,NEW YOR,0,1,1980,0,0,0,45,2025,0.116,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,MOYNIHAN  P,14508,97,1980,NEW YOR,1,0,1976,0,0,0,54,2916,-0.31,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,EAST  J,14903,97,1980,NORTH C,0,1,1980,0,0,0,50,2500,0.606,,,,0,1,,,1,1,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,HELMS  J,14105,97,1980,NORTH C,0,1,1972,0,0,0,55,3025,0.637,,,,1,1,,,2,4,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,ANDREWS  M,10569,97,1980,NORTH D,0,1,1980,0,0,0,70,4900,0.015,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,BURDICK  Q,1252,97,1980,NORTH D,1,0,1960,0,0,0,62,3844,-0.312,,,,0,0,,,3.5,12.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,METZENBAUM,14073,97,1980,OHIO,1,0,1976,0,0,0,50,2500,-0.483,,,,0,0,,,1,1,1,,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,GLENN  J,14304,97,1980,OHIO,1,0,1974,0,0,0,69,4761,-0.24,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,NICKLES  D,14908,97,1980,OKLAHOM,0,1,1980,0,0,0,53,2809,0.399,,,,0,1,,,1,1,1,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,BOREN  D,14700,97,1980,OKLAHOM,1,0,1978,0,0,0,65,4225,-0.08,,,,0,0,,,1,1,1,,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,HATFIELD  M,11203,97,1980,OREGON,0,1,1966,0,0,0,62,3844,0.042,,,,1,1,,,3,9,1,,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,PACKWOOD  R,12107,97,1980,OREGON,0,1,1968,0,0,0,52,2704,0.105,,,,1,1,,,3,9,1,,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,SPECTER  A,14910,97,1980,PENNSYL,0,1,1980,0,0,0,50,2500,-0.021,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,HEINZ  J,13050,97,1980,PENNSYL,0,1,1976,0,0,0,52,2704,0.025,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
485,PELL  C,10818,97,1980,RHODE I,1,0,1960,0,0,0,75,5625,-0.347,,,,0,0,,,4,16,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,CHAFEE  J,14500,97,1980,RHODE I,0,1,1976,0,0,0,58,3364,0.025,,,,0,1,,,1,1,1,,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,THURMOND,9369,97,1980,SOUTH C,0,1,1954,0,0,0,56,3136,0.402,,,,1,1,,,5,25,1,,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,HOLLINGS E,11204,97,1980,SOUTH C,1,0,1966,0,0,0,70,4900,-0.27,,,,0,0,,,3.5,12.25,1,,0,6,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,PRESSLER  L,14268,97,1980,SOUTH D,0,1,1978,0,0,0,67,4489,0.085,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,ABDNOR  J,14000,97,1980,SOUTH D,0,1,1980,0,0,0,58,3364,0.231,,,,0,1,,,1,1,1,,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,BAKER  H,11200,97,1980,TENNESS,0,1,1966,0,0,0,56,3136,0.254,,,,0,0,,,3,9,0,,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,SASSER  J,14509,97,1980,TENNESS,1,0,1976,0,0,0,52,2704,-0.304,,,,0,0,,,1,1,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,BENTSEN  L,660,97,1980,TEXAS,1,0,1970,0,0,0,57,3249,-0.147,,,,0,0,,,2,4,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,TOWER  J,10823,97,1980,TEXAS,0,1,1961,0,0,0,50,2500,0.385,,,,1,1,,,3.5,12.25,0,,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,HATCH  O,14503,97,1980,UTAH,0,1,1976,0,0,0,54,2916,0.4,,,,1,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,GARN  J,14303,97,1980,UTAH,0,1,1974,0,0,0,74,5476,0.469,,,,1,1,,,2,4,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,STAFFORD  R,10562,97,1980,VERMONT,0,1,1972,0,0,0,50,2500,0.019,,,,1,1,,,1.5,2.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,LEAHY  P,14307,97,1980,VERMONT,1,0,1974,0,0,0,50,2500,-0.361,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,BYRD  HF,10802,97,1980,VIRGINI,328,,1966,0,0,0,57,3249,0.21,,,,0,0,,,3.5,12.25,1,,17,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,WARNER  J,14712,97,1980,VIRGINI,0,1,1978,0,0,0,50,2500,0.249,,,,0,1,,,1,1,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,JACKSON  H,4851,97,1980,WASHING,1,0,1952,0,0,0,72,5184,-0.267,,,,0,0,,,5,25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,GORTON  S,14904,97,1980,WASHING,0,1,1980,0,0,0,54,2916,0.193,,,,0,1,,,1,1,1,,0,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,RANDOLPH  J,7722,97,1980,WEST VI,1,0,1958,0,0,0,50,2500,-0.245,,,,0,0,,,4.5,20.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,BYRD  RC,1366,97,1980,WEST VI,1,0,1958,0,0,0,100,10000,-0.289,,,,0,0,,,4,16,1,,2,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,PROXMIRE  W,7638,97,1980,WISCONS,1,0,1957,0,0,0,72,5184,-0.497,,,,0,0,,,4.5,20.25,0,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,KASTEN  R,14242,97,1980,WISCONS,0,1,1980,0,0,0,50,2500,0.205,,,,0,1,,,1,1,1,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,WALLOP  M,14511,97,1980,WYOMING,0,1,1976,0,0,0,55,3025,0.451,,,,0,1,,,1,1,1,,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
508,SIMPSON  A,14710,97,1980,WYOMING,0,1,1978,0,0,0,62,3844,0.329,,,,1,1,,,1,1,1,,0,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,HEFLIN  H,14705,98,1982,ALABAMA,1,0,1978,0,0,0,94,8836,-0.1,,,,0,0,,,1,1,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,DENTON  J,14901,98,1982,ALABAMA,0,1,1980,0,0,0,50,2500,0.457,,,,0,1,,,1,1,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,STEVENS T,12109,98,1982,ALASKA,0,1,1968,0,0,0,76,5776,0.177,,,,0,1,,,2.5,6.25,1,,0,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
512,MURKOWSKI,14907,98,1982,ALASKA,0,1,1980,0,0,0,54,2916,0.273,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,GOLDWATER,3658,98,1982,ARIZONA,0,1,1968,0,0,0,50,2500,0.626,,,,0,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,DECONCINI,14502,98,1982,ARIZONA,1,0,1976,0,0,0,59,3481,-0.208,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,PRYOR  D,10791,98,1982,ARKANSA,1,0,1978,0,0,0,77,5929,-0.266,,,,0,0,,,1,1,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,BUMPERS  D,14300,98,1982,ARKANSA,1,0,1974,0,0,0,59,3481,-0.34,,,,0,0,,,2,4,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,WILSON,14915,98,1982,CALIFOR,0,1,1982,0,0,0,52,2704,0.313,,,,0,0,,,1,1,1,,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,CRANSTON  A,12103,98,1982,CALIFOR,1,0,1968,0,0,0,57,3249,-0.388,,,,0,0,,,3,9,0,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,HART  G,14305,98,1982,COLORAD,1,0,1974,0,0,0,50,2500,-0.408,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,ARMSTRONG,14002,98,1982,COLORAD,0,1,1978,0,0,0,59,3481,0.536,,,,0,1,,,1,1,1,,7,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,DODD  C JR,14213,98,1982,CONNECT,1,0,1980,0,0,0,56,3136,-0.325,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
